,Type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
0,1,-0.47776175870813725,-0.675473634183589,-0.6251530720710239,-0.4624078515747544,-0.6001378712920808,-0.4772222779204213,-0.4409790994025329,-0.32562285325275925,-0.2459440960775338,-0.5874968899917031,-0.49287192115448336,-0.7975210317470243,-0.8049540104776187,-0.9357652419840412,-0.7686273261004618,-0.6161751726000669,-0.33280788758312124,0.5608458031832023,1.003802197970407,-1.3283209924516055,-1.465702576160668,-1.3425436794852939,-1.2047602034189147,-0.7762065187416788,-0.5587178861209553,-0.29658537556628506,-0.4195905910273833,-0.521203947579799,-0.5580157113488238,-0.4343317211509232,-0.4418664184150596,-0.5797122645906706,-0.6740337609156389,-0.6465593931064906,-0.7413664573183177,-0.2950582690323954,-0.5194625631334762,-0.4401845592372608,-0.3754506231335992,-0.4926136470473209,-0.31862352739881766,-0.4855112485345565,-0.8116865798445938,-0.5719847415026262,-0.23095726929535157,-0.4414857285011039,-0.41253651677865827,-0.47760730381718375,-0.8411825178949339,-0.7686084537106668,-0.9427720894506687,-0.7549475228687372,-1.008347118454645,-1.000660514802584,-0.7325673464665312,-0.601921683782073
1,1,-0.6554170774527341,-0.7290875971714916,-0.5231789787215617,-1.0812361555209757,-2.1694276767719436,-1.0477462380426958,0.9419716207373735,-1.0829782787539768,-1.132223587493577,-1.1136091372178645,-0.604054132180565,-0.4611375318134424,-0.7184748315898793,-0.7799702557002992,-0.8526431964225794,-0.7435625475242932,-0.8674215770400826,-0.7408587771234648,-0.5991344821940826,-0.45811244808462825,-0.8646450119458106,-1.162850761284026,-1.2408815047203419,-0.11341778302831404,0.6067346047522985,-2.2802934950014877,-1.501310305838323,-0.7957362986131702,-0.5150096441584916,-0.7917819073797521,-0.6097436018795417,-0.9737562052357641,-0.8471380147642857,-0.5807910242600485,-0.6431894922248318,-0.5356489690451969,-0.9749124249502564,-0.5249773534693433,-0.577433011659,-1.0569006746832563,-1.1995276370006303,-1.3470488530383338,-1.1229014869892535,-0.8091808799301752,-1.3766974442410271,-1.2230576052295226,-1.1906812953069685,-0.8189078718035486,-0.43553608200020943,-0.8148197687751245,-0.7964622114473077,-0.515749413586726,-0.6547608508578517,-0.6381426167944427,-1.008475338826378,-0.7740150887535109
2,1,-0.7553890177475885,-1.4807654192270145,-1.9314127554540792,0.009418214262681524,-1.9782315217554507,-0.554632030551581,-1.1957375384234263,-1.0261797011910132,-1.2693328329048215,-0.5329109259836138,-1.7673961106106866,-0.5293995788917008,-1.0985712559260512,-2.128174810116597,-0.5334711234682292,-1.1974838396313943,-0.8055302298789888,-2.5058532183973696,0.12095490606544868,-1.7962057245303171,-0.8355561616263155,-0.9891479872998321,-1.1076931477653682,-1.2175302597039763,-0.7234268709999612,-1.3119568694400165,-1.226956761980404,-0.3298212328875463,-2.505616319055825,-0.5661975935385544,-1.2636583715766077,-1.079308324374565,-0.8467001348427744,-1.0609072467665244,-0.880897920982511,-1.8442681765981677,-1.4889846324935232,-1.6892369849724356,-1.620073853220208,-0.8317277542629999,-1.0817156907184071,-0.7934733915776627,-1.2592381108062405,-1.002614456125482,-0.9649902155659539,-1.162190321767034,-1.0554248972141989,-0.862269032413201,-1.0226872611342737,-1.0377161731776179,-1.9368192572799456,-1.3584127546335736,-1.8665293149341233,-1.3165565066054399,-0.9062181502138396,-0.9947615860421639
3,1,-2.7172273636993873,-2.7212611893461087,-2.2570355154147794,-2.9997616313847137,-2.610684591326574,-2.9961808333368487,-3.5857659365174377,-3.3310506106388096,-3.564091662895963,-3.489256673465562,-3.1560720423019846,-3.3852582669941924,-3.487298724046873,-4.00304536573006,-3.97727508522244,-2.71649922494412,-2.3565596461449596,1.0093821351743664,-0.7402109545743094,-3.3346287107365153,-6.238360359152418,-5.981304883976788,-6.596698514762739,-4.567163321496755,-3.565944611995643,-1.97216980526284,-1.8175903611094832,-3.513654313495329,-3.5908952909517144,-3.3858333062175143,-2.9988681552158925,-3.719782181656031,-3.7209518500268466,-3.5195636030814454,-2.6170195412019797,-2.5613944296945226,-2.917956529945328,-2.738918491322046,-3.098362262965414,-2.9726958677338775,-2.1005910299191237,-2.4363908482688252,-3.1044105103290223,-2.690532655635687,-2.6387143243913513,-1.9708504867445895,-2.9228736302257268,-2.9225731476893384,-2.6906105779537635,-3.127863032438487,-3.515858025187591,-3.283947928834674,-3.114582327793404,-3.1140220350070944,-3.1146292774603457,-3.1154419343790556
4,1,-4.753835862781191,-4.4905969758576045,-2.8387863006046397,-6.960178147241425,-9.35147772169334,-4.750640696480802,0.3222384380898222,-4.618254462961534,-5.424285592893929,-4.747438260495917,-4.755032559829784,-5.00454608549623,-4.3352968090152615,-3.725529887691099,-3.690106810484763,-3.8575266950536005,-3.5986551382694154,-3.9905878565711808,-4.731137130838067,-4.992756148984522,-4.627085123651989,-5.008729029786417,-5.662873641581323,-1.9113592149291927,-0.7553824463508005,-8.304859635194891,-8.592413596482684,-4.673954090755651,-2.964482671499084,-5.268527208574872,-4.421914616406143,-5.41643663267436,-3.918094799333666,-3.830703198522207,-4.353871609488532,-3.2877071698567804,-4.11339493182103,-3.41932201342215,-3.75445750381045,-4.100002799396597,-4.771909277873755,-4.469802828251914,-4.365841647337837,-4.453007342201009,-4.307816120818581,-4.7894204146975,-4.353437636593417,-4.072750350606189,-3.279499534493644,-4.0435940370860415,-3.52117326802124,-3.817062102465398,-4.293449649319725,-3.5453592237134233,-4.8446264809696045,-4.999939276624057
5,1,-5.603974490594653,-7.9692239609289235,-9.486384753417749,-2.5327195027089155,-8.236984969755138,-6.236041480447939,-6.192192730215035,-4.867470448170985,-5.817781715095368,-6.234820680533634,-7.978503954939784,-4.062224766083851,-6.503783908425552,-10.389058009752645,-4.542094956665338,-7.457200882059162,-5.417861042089724,-11.632297032372072,-2.274841312731053,-7.622680319316534,-6.5673980989916165,-6.3905763947653735,-5.050940369198418,-5.394807452423948,-6.369768720234424,-7.267642235010854,-6.010478175003238,-3.8415389589253914,-11.736010590846723,-4.516854245862243,-7.706184274321947,-5.68429111506437,-5.69428235405901,-5.127145044703868,-5.323471911876513,-6.4768113883561815,-6.194183852802762,-6.367446343394678,-6.267789829733674,-5.077752545980088,-5.400704757784688,-5.4449071668947004,-6.47963791391912,-6.864067908959156,-6.269993711902958,-7.075236876786877,-5.716454479232221,-5.511716018805168,-5.1092395742158745,-5.567568203876251,-6.583865592117395,-6.079756153781325,-6.521959683537988,-5.933681651737259,-5.015002960710527,-5.5503451582283025
6,1,-0.3401882716608374,-0.5650284312311378,-0.28085908632986745,-0.40717989675942157,-0.301968523956527,-0.3579383758381308,-0.4150061359183969,-0.2112398602221603,-0.28233972787238276,-0.45843720465470783,-0.5004697292948748,-0.4793266910278794,-0.648540814903825,-0.6554534437265628,-0.29512968439170045,-0.03439097098385602,1.0030836777330792,0.5238903452174611,-0.4440909899938056,-1.107710892830867,-0.9734825872441579,-1.2345822170547227,-0.6133140645039246,-0.14779242800683706,0.07096925024569309,0.0576605022826672,-0.18216782693020805,-0.2884466420516826,-0.3589316474116937,-0.5706544303765008,-0.5288016952786883,-0.5006970912106684,-0.4242361423169984,-0.6568924124468323,-0.2317439909755204,-0.05446626082919964,-0.1677175071971928,-0.14632946352620577,-0.19669202165577718,-0.27504982983183535,-0.21156029286809278,-0.5007679275849021,-0.5287040570764246,-0.35214405325477754,-0.3167602272030381,-0.28127578065858994,-0.21787420133243024,-0.3657120007053454,-0.6060769605748393,-0.30251711651699414,-0.3476094173100643,-0.34783755642585945,-0.34754977206553533,-0.34727382077151314,-0.3472721714083782,-0.34752377656415534
7,1,-0.7297912737228178,-0.416449663163216,0.06253171775115432,-0.2666772871376987,-1.4613141151685287,-1.472380844045387,0.729764456085642,0.35715216165727004,-0.9619120776342059,-0.7244654289987726,-0.599388350571214,-0.3712268513748298,-0.5408099084785457,-0.4696977431360181,-0.6106062926664593,-0.5657704644046813,-0.56672925105961,-0.4732059566709519,-0.49520914464590426,-0.40234527621692934,-0.7276836886844961,-0.8152854623218353,-0.6222655028101617,1.111993172562926,-0.4896071176310981,-1.722019198773113,-0.9172241866288148,0.12428644316320625,-0.20331158184852244,-0.5930182013424312,-0.7383358196170762,-0.745005870037998,-0.4343448590882125,-0.11954877014765694,-0.3068011009089704,-0.4216402292701218,-0.7119599576066931,-0.41467425606121694,-0.38964033269494197,-0.6758658036786628,-0.45914489456608004,-0.5045777449792008,-0.4830162798356278,-0.4912786967108844,-0.5037159341645941,-0.45718360946137165,-0.5806143151054919,-0.5798152958944714,-0.31266125031333214,-0.6014507231276147,-0.6304913472092537,-0.29700152602695395,-0.2610739339548327,-0.1416448583178107,-0.708916947842518,-0.7032086082170385
8,1,-0.766172803299126,-0.182898411051573,-1.9309865565981448,0.6282057253237373,-1.2558125766550106,-0.5798726855330306,-0.8026079904252309,-0.7129258107106861,-0.8940298269656302,-0.412509236946779,-1.4338904852219478,0.48673907293189467,-1.3485229287588805,-0.8812758447931232,-0.21651878874946234,-1.2907170666817356,0.22177867324836686,-2.0142166150472507,0.2553325839144166,-0.7374102261679762,-0.9145733675854393,-0.6235940229423561,-0.7852726312495082,-0.8722239405053008,-0.4520323494307126,-1.2735778231871198,-0.04487928844087574,-0.5321773522237672,-1.5463488755212729,0.09924073296402502,-1.3178143105803664,-0.46625353579148654,-0.4210251660259017,-0.798588685032174,-0.6575940718077724,-0.7749259569925322,-0.6724021142647555,-0.6868457003401989,-0.7785642948893207,-0.6414402894723984,-0.8219516488615842,-0.23326812756450654,-0.8378360616666657,-0.9503626067602899,-0.6118230281192663,-1.1382499614558226,-0.3476862755932689,-0.5535694711457589,-0.7654929348978675,-0.6906696713529807,-0.7507236848726211,-0.66735203490575,-0.7164062953427756,-0.739429867536587,-0.702263103491963,-0.7010911088199993
9,1,0.10434134194256485,0.23577746492725177,0.09315923673490538,-0.10477230650025342,0.02812974401847336,0.25391436438233217,0.13844252864465023,0.14314258931884724,0.08214515931972743,-0.07221125368613526,-0.022491968803288027,0.04379619784732993,-0.04416471731504677,-0.3748181207995518,-0.16006490779800736,0.08274133622948643,0.368781279854704,1.0016574638009685,0.644107994489094,0.06053730600084714,-0.6060244615106152,-0.4356595147866331,-0.5015311545614438,0.005273814160273681,0.24766360239279864,0.3578681469751608,0.11544604386834864,0.23094892185921967,0.25906740837340125,0.13257941912308338,0.038491988767252766,-0.12131782915955037,0.05454641254064749,0.21354219060400287,0.13709015766688654,0.23137414287770494,0.18790547265692495,0.20429107302587282,0.209800818703772,0.08789852826147238,0.05993863737718384,0.20320598894647246,0.15956878209659747,0.1976971891262163,-0.08302390944724393,0.0552142594195546,0.14884471925041348,0.033177000210309254,0.03846191357902454,-0.1216568921409704,-0.1764321524348728,0.049432810643155134,0.2088240944375656,0.08134284767783032,0.08126523298769182,0.08167675922376988
